// <0000> あの日から、数日を経た。
<0000> あの日から、数日を経た。
// <2752> 「今日だけのつもりはないぜ？」
<2752> 「今日だけのつもりはないぜ？」

// <2753> ルチア
<2753> ルチア

// <2754> 「も、もちろんだともっ。でもそのっ」
<2754> 「も、もちろんだともっ。でもそのっ」

// <2755> ルチア
<2755> ルチア

// <2756> 「……とにかく今日をっ…。……か、…感謝したくて……」
<2756> 「……とにかく今日をっ…。……か、…感謝したくて……」

// <2757> 瑚太朗
<2757> 瑚太朗

// <2758> 「最後の限定パフェがちゃんと食べられりゃ、最高だったんだけどなぁ」
<2758> 「最後の限定パフェがちゃんと食べられりゃ、最高だったんだけどなぁ」

// <2759> 瑚太朗
<2759> 瑚太朗

// <2760> 「……すまんすまん。席を予約してれば大丈夫だろうと、勝手に思い込んでたんだ」
<2760> 「……すまんすまん。席を予約してれば大丈夫だろうと、勝手に思い込んでたんだ」

// <2761> 瑚太朗
<2761> 瑚太朗

// <2762> 「期待させちゃってごめんな…」
<2762> 「期待させちゃってごめんな…」

// <2763> 私がパフェが大好きだということも知っていてくれた。
<2763> 私がパフェが大好きだということも知っていてくれた。

// <2764> どうも数量限定のパフェをデザートにしてくれるつもりだったらしい。
<2764> どうも数量限定のパフェをデザートにしてくれるつもりだったらしい。

// <2765> しかし、予約の手違いで、そのデザートは出てこなかった。
<2765> しかし、予約の手違いで、そのデザートは出てこなかった。

// <2766> 食事の最中に、ここのパフェは限定ですごい評判なんだとさんざん聞かされてた分だけ、確かにがっかりはしたが。
<2766> 食事の最中に、ここのパフェは限定ですごい評判なんだとさんざん聞かされてた分だけ、確かにがっかりはしたが。

// <2767> この夢のような気持ちを掻き消すには、そんなの、まったく遠く及ばない。
<2767> この夢のような気持ちを掻き消すには、そんなの、まったく遠く及ばない。

// <2768> それすらも、ディナーのちょっとした余興のように感じられるのだった。
<2768> それすらも、ディナーのちょっとした余興のように感じられるのだった。

// <2769> ルチア
<2769> ルチア

// <2770> 「次の機会には必ず、一緒にパフェを食べよう」
<2770> 「次の機会には必ず、一緒にパフェを食べよう」

// <2771> 瑚太朗
<2771> 瑚太朗

// <2772> 「あの駅前の、パフェ専門店でも行くか？」
<2772> 「あの駅前の、パフェ専門店でも行くか？」

// <2773> ルチア
<2773> ルチア

// <2774> 「そうだな。あの最高に美味しかったパフェを、ぜひ瑚太朗と一緒に食べたい」
<2774> 「そうだな。あの最高に美味しかったパフェを、ぜひ瑚太朗と一緒に食べたい」

// <2775> 瑚太朗
<2775> 瑚太朗

// <2776> 「あ、あれはさすがに俺でもっ」
<2776> 「あ、あれはさすがに俺でもっ」

// <2777> ルチア
<2777> ルチア

// <2778> 「あはははは。今度は早食いはなしだ」
<2778> 「あはははは。今度は早食いはなしだ」

// <2779> ルチア
<2779> ルチア

// <2780> 「別の小さいパフェでもいいから。……一緒に食べっこがしたい」
<2780> 「別の小さいパフェでもいいから。……一緒に食べっこがしたい」

// <2781> 瑚太朗
<2781> 瑚太朗

// <2782> 「よし。それを次回のデートの目的にしよう」
<2782> 「よし。それを次回のデートの目的にしよう」

// <2783> ルチア
<2783> ルチア

// <2784> 「うん。約束……」
<2784> 「うん。約束……」

// <2785> 瑚太朗
<2785> 瑚太朗

// <2786> 「楽しかったな、今日」
<2786> 「楽しかったな、今日」

// <2787> ルチア
<2787> ルチア

// <2788> 「うん。楽しかった…」
<2788> 「うん。楽しかった…」

// <2789> 夜景を眺めながらのんびりしたら。……肩を冷やす前に引き上げるべきだろう。
<2789> 夜景を眺めながらのんびりしたら。……肩を冷やす前に引き上げるべきだろう。

// <2790> あとは家路を帰るだけだ。
<2790> あとは家路を帰るだけだ。

// <2791> 一日楽しく遊んで、ディナーに夜景の展望までしたら、デートとしては充分なはず。
<2791> 一日楽しく遊んで、ディナーに夜景の展望までしたら、デートとしては充分なはず。

// <2792> ……でも、……私の夢では、……最後に一つだけ、……まだすることが。
<2792> ……でも、……私の夢では、……最後に一つだけ、……まだすることが。

// <2793> それは多分、何も知らなかったら、絶対に気付くことの出来ないサイン。
<2793> それは多分、何も知らなかったら、絶対に気付くことの出来ないサイン。

// <2794> ……でも、瑚太朗は私の夢を全て知っている。
<2794> ……でも、瑚太朗は私の夢を全て知っている。

// <2795> だから、……きっと、…気付く……。
<2795> だから、……きっと、…気付く……。

// <2796> そのサインがなければ、これで今日はおしまい。
<2796> そのサインがなければ、これで今日はおしまい。

// <2797> 私は最後の最後に自分の意思で、……そのサインを送らなければならない…。
<2797> 私は最後の最後に自分の意思で、……そのサインを送らなければならない…。

// <2798> 
<2798> 

// <2799> ルチア
<2799> ルチア

// <2800> 「…………」
<2800> 「…………」

// <2801> 瑚太朗
<2801> 瑚太朗

// <2802> 「……………」
<2802> 「……………」

// <2803> 瑚太朗を見る。夜景を眺めながら、一日の余韻に浸り、幸せそうに微笑んでいる。
<2803> 瑚太朗を見る。夜景を眺めながら、一日の余韻に浸り、幸せそうに微笑んでいる。

// <2804> 私が見ているのに気付くと、にっこりと微笑み返してくれた…。
<2804> 私が見ているのに気付くと、にっこりと微笑み返してくれた…。

// <2805> ……今日一日、瑚太朗が全てリードしてくれた。
<2805> ……今日一日、瑚太朗が全てリードしてくれた。

// <2806> 私の望む夢を、全て叶えてくれた。
<2806> 私の望む夢を、全て叶えてくれた。

// <2807> だから。最後の夢くらいは、……私自らが叶えなくちゃ……。
<2807> だから。最後の夢くらいは、……私自らが叶えなくちゃ……。

// <2808> そのサインは、簡単。
<2808> そのサインは、簡単。

// <2809> 言葉にする必要さえない……。
<2809> 言葉にする必要さえない……。

// <2810> ルチア
<2810> ルチア

// <2811> 「こ、…………」
<2811> 「こ、…………」

// <2812> 瑚太朗
<2812> 瑚太朗

// <2813> 「ん？」
<2813> 「ん？」

// <2814> ルチア
<2814> ルチア

// <2815> 「………瑚太朗……」
<2815> 「………瑚太朗……」

// <2816> 瑚太朗
<2816> 瑚太朗

// <2817> 「あぁ」
<2817> 「あぁ」

// <2818> 今この瞬間の私こそが、世界で一番幸せな女の子だと、断言できる。
<2818> 今この瞬間の私こそが、世界で一番幸せな女の子だと、断言できる。

// <2819> その幸せが、ダイヤの輝きとなって一粒、瞳の下に輝く…。
<2819> その幸せが、ダイヤの輝きとなって一粒、瞳の下に輝く…。

// <2820> 瑚太朗の瞳の中に映る、世界で一番幸せな女の子。
<2820> 瑚太朗の瞳の中に映る、世界で一番幸せな女の子。

// <2821> ……その女の子が、……ゆっくりと、……まぶたを閉じる。
<2821> ……その女の子が、……ゆっくりと、……まぶたを閉じる。

// <2822> これが、サイン……。
<2822> これが、サイン……。
